Arbitro,fecha,Estadio,Ciudad,Temporada,Ronda,Equipo de casa,Equipo visita,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
L. Santander,2022-08-24T00:05:00+00:00,Estadio AKRON,Zapopan,2022,Apertura - 16,Guadalajara Chivas,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
V. Cáceres,2022-08-24T02:05:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 16,Club Queretaro,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
M. Ortíz,2022-09-16T00:00:00+00:00,Estadio Azteca,D.F.,2022,Apertura - 16,Cruz Azul,Leon,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
Ó. Mejía,2022-08-25T02:05:00+00:00,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 16,U.N.A.M. - Pumas,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
F. Guerrero,2022-08-26T00:05:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 16,Pachuca,Atlas,True,False,3.0,1.0,0.0,0.0,3.0,1.0,,,,
A. Escobedo,2022-08-26T02:05:00+00:00,Estadio Caliente,Tijuana,2022,Apertura - 16,Club Tijuana,Santos Laguna,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
F. Hernández,2022-09-24T00:00:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 16,Necaxa,Mazatlán,,,2.0,2.0,1.0,2.0,2.0,2.0,,,,
M. Ortíz,2022-10-01T00:00:00+00:00,Estadio Cuauhtémoc,Puebla,2022,Apertura - 17,Puebla,Club America,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
D. Quintero,2022-10-01T02:00:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 17,FC Juarez,U.N.A.M. - Pumas,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
Ó. Mejía,2022-10-01T22:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 17,Atletico San Luis,Tigres UANL,False,True,0.0,3.0,0.0,0.0,0.0,3.0,,,,
F. Hernández,2022-10-01T22:05:00+00:00,Estadio BBVA,Guadalupe,2022,Apertura - 17,Monterrey,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
V. Cáceres,2022-10-02T00:05:00+00:00,Estadio Jalisco,Guadalajara,2022,Apertura - 17,Atlas,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
C. Ramos,2022-10-02T02:05:00+00:00,Estadio Azteca,D.F.,2022,Apertura - 17,Cruz Azul,Guadalajara Chivas,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
E. Morales,2022-10-02T17:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 17,Toluca,Club Queretaro,True,False,4.0,1.0,2.0,0.0,4.0,1.0,,,,
A. Escobedo,2022-10-02T23:05:00+00:00,Estadio Nuevo Corona,Torreón,2022,Apertura - 17,Santos Laguna,Mazatlán,True,False,3.0,0.0,0.0,0.0,3.0,0.0,,,,
L. Santander,2022-10-03T01:00:00+00:00,Estadio León,León de los Aldamas,2022,Apertura - 17,Leon,Club Tijuana,,,2.0,2.0,0.0,0.0,2.0,2.0,,,,
C. Ramos,2022-10-09T00:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - Reclasificación,Tigres UANL,Necaxa,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
M. Ortíz,2022-10-09T17:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - Reclasificación,Toluca,FC Juarez,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
F. Guerrero,2022-10-09T02:15:00+00:00,Estadio Azteca,D.F.,2022,Apertura - Reclasificación,Cruz Azul,Leon,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
L. Santander,2022-10-09T21:30:00+00:00,Estadio Cuauhtémoc,Puebla,2022,Apertura - Reclasificación,Puebla,Guadalajara Chivas,True,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0
V. Cáceres,2022-10-13T02:06:00+00:00,Estadio Azteca,D.F.,2022,Apertura - Quarter-finals,Cruz Azul,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
A. Escobedo,2022-10-16T23:06:00+00:00,Estadio BBVA,Guadalupe,2022,Apertura - Quarter-finals,Monterrey,Cruz Azul,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
D. Montaño,2022-10-14T00:06:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - Quarter-finals,Toluca,Santos Laguna,True,False,4.0,3.0,2.0,2.0,4.0,3.0,,,,
L. Santander,2022-10-17T00:06:00+00:00,Estadio Nuevo Corona,Torreón,2022,Apertura - Quarter-finals,Santos Laguna,Toluca,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
M. Ortíz,2022-10-13T00:06:00+00:00,Estadio Cuauhtémoc,Puebla,2022,Apertura - Quarter-finals,Puebla,Club America,False,True,1.0,6.0,1.0,2.0,1.0,6.0,,,,
D. Quintero,2022-10-16T01:06:00+00:00,Estadio Azteca,D.F.,2022,Apertura - Quarter-finals,Club America,Puebla,True,False,5.0,1.0,2.0,1.0,5.0,1.0,,,,
F. Hernández,2022-10-14T02:06:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - Quarter-finals,Tigres UANL,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
F. Guerrero,2022-10-17T02:06:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - Quarter-finals,Pachuca,Tigres UANL,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
M. Ortíz,2022-10-20T02:06:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - Semi-finals,Toluca,Club America,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
A. Escobedo,2022-10-23T01:06:00+00:00,Estadio Azteca,D.F.,2022,Apertura - Semi-finals,Club America,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
C. Ramos,2022-10-21T02:06:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - Semi-finals,Pachuca,Monterrey,True,False,5.0,2.0,2.0,2.0,5.0,2.0,,,,
L. Santander,2022-10-24T01:06:00+00:00,Estadio BBVA,Guadalupe,2022,Apertura - Semi-finals,Monterrey,Pachuca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
M. Ortíz,2022-10-28T01:06:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - Final,Toluca,Pachuca,False,True,1.0,5.0,0.0,4.0,1.0,5.0,,,,
A. Escobedo,2022-10-31T01:36:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - Final,Pachuca,Toluca,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
F. Hernández,2023-01-07T01:00:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 1,Necaxa,Atletico San Luis,False,True,2.0,3.0,0.0,0.0,2.0,3.0,,,,
M. Ortíz,2023-03-25T03:05:00+00:00,Estadio de Mazatlán,Mazatlán,2022,Clausura - 1,Mazatlán,Leon,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
V. Cáceres,2023-01-07T23:00:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 1,Club America,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
L. Santander,2023-02-02T02:05:00+00:00,Estadio Jalisco,Guadalajara,2022,Clausura - 1,Atlas,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
A. Escobedo,2023-01-08T03:10:00+00:00,Estadio BBVA,Guadalupe,2022,Clausura - 1,Monterrey,Guadalajara Chivas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
Ó. Macías,2023-01-08T18:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2022,Clausura - 1,U.N.A.M. - Pumas,FC Juarez,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
Ó. Mejía,2023-01-09T01:00:00+00:00,Estadio Nuevo Corona,Torreón,2022,Clausura - 1,Santos Laguna,Tigres UANL,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
D. Montaño,2023-01-10T03:10:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 1,Pachuca,Puebla,True,False,5.0,1.0,2.0,1.0,5.0,1.0,,,,
D. Quintero,2023-01-09T03:10:00+00:00,Estadio Caliente,Tijuana,2022,Clausura - 1,Club Tijuana,Cruz Azul,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
I. Lopez,2023-01-13T03:00:00+00:00,Estadio Jalisco,Guadalajara,2022,Clausura - 2,Atlas,Mazatlán,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
D. Quintero,2023-01-14T01:05:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Clausura - 2,Atletico San Luis,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
J. Camacho,2023-01-14T03:05:00+00:00,Estadio Cuauhtémoc,Puebla,2022,Clausura - 2,Puebla,Club Queretaro,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
C. Ramos,2023-01-14T23:00:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 2,Cruz Azul,Monterrey,False,True,2.0,3.0,1.0,1.0,2.0,3.0,,,,
F. Guerrero,2023-01-15T01:05:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Clausura - 2,Toluca,Club America,,,2.0,2.0,2.0,1.0,2.0,2.0,,,,
L. Santander,2023-01-15T03:10:00+00:00,Estadio Nuevo Corona,Torreón,2022,Clausura - 2,Santos Laguna,U.N.A.M. - Pumas,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
V. Cáceres,2023-01-15T01:05:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Clausura - 2,FC Juarez,Club Tijuana,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
M. Ortíz,2023-01-16T01:05:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 2,Tigres UANL,Pachuca,True,False,4.0,1.0,1.0,1.0,4.0,1.0,,,,
B. González,2023-01-17T03:05:00+00:00,Estadio León,León de los Aldamas,2022,Clausura - 2,Leon,Necaxa,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
C. Ramos,2023-01-21T03:00:00+00:00,Estadio de Mazatlán,Mazatlán,2022,Clausura - 3,Mazatlán,Santos Laguna,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
A. Escobedo,2023-01-21T03:10:00+00:00,Estadio Caliente,Tijuana,2022,Clausura - 3,Club Tijuana,Tigres UANL,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
F. Guerrero,2023-01-22T23:06:00+00:00,Estadio BBVA,Guadalupe,2022,Clausura - 3,Monterrey,Atletico San Luis,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
Ó. Mejía,2023-01-22T01:10:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 3,Club America,Puebla,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
M. Ortíz,2023-01-22T03:10:00+00:00,Estadio AKRON,Zapopan,2022,Clausura - 3,Guadalajara Chivas,Toluca,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
J. Camacho,2023-01-22T03:10:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 3,Necaxa,Cruz Azul,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
E. Morales,2023-01-22T18:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2022,Clausura - 3,U.N.A.M. - Pumas,Leon,True,False,4.0,1.0,2.0,1.0,4.0,1.0,,,,
Ó. Macías,2023-01-22T23:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2022,Clausura - 3,Club Queretaro,Atlas,,,3.0,3.0,2.0,2.0,3.0,3.0,,,,
I. Lopez,2023-01-23T01:10:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 3,Pachuca,FC Juarez,True,False,4.0,1.0,1.0,0.0,4.0,1.0,,,,
M. Ortíz,2023-01-27T03:05:00+00:00,Estadio Jalisco,Guadalajara,2022,Clausura - 4,Atlas,Santos Laguna,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
J. Lopez,2023-01-28T01:05:00+00:00,Estadio Cuauhtémoc,Puebla,2022,Clausura - 4,Puebla,Monterrey,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
I. Lopez,2023-01-28T03:05:00+00:00,Estadio Caliente,Tijuana,2022,Clausura - 4,Club Tijuana,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Ó. Mejía,2023-03-30T03:05:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2022,Clausura - 4,Club Queretaro,Cruz Azul,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
D. Montaño,2023-01-29T01:05:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 4,Tigres UANL,Atletico San Luis,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
L. Santander,2023-01-29T03:05:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 4,Club America,Mazatlán,True,False,6.0,0.0,4.0,0.0,6.0,0.0,,,,
C. Ramos,2023-01-29T03:05:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Clausura - 4,FC Juarez,Guadalajara Chivas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
A. Escobedo,2023-01-29T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Clausura - 4,Toluca,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
V. Cáceres,2023-01-30T01:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 4,Pachuca,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
A. Escobedo,2023-02-03T03:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Clausura - 5,Atletico San Luis,Puebla,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
C. Ramos,2023-02-04T01:00:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 5,Necaxa,Club Tijuana,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
M. Ortíz,2023-02-04T03:05:00+00:00,Estadio de Mazatlán,Mazatlán,2022,Clausura - 5,Mazatlán,FC Juarez,False,True,2.0,3.0,1.0,1.0,2.0,3.0,,,,
G. Pacheco,2023-02-04T23:00:00+00:00,Estadio León,León de los Aldamas,2022,Clausura - 5,Leon,Pachuca,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
L. Santander,2023-02-05T01:05:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 5,Cruz Azul,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
D. Montaño,2023-02-05T03:05:00+00:00,Estadio Nuevo Corona,Torreón,2022,Clausura - 5,Santos Laguna,Club America,,,2.0,2.0,2.0,1.0,2.0,2.0,,,,
D. Quintero,2023-02-05T18:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2022,Clausura - 5,U.N.A.M. - Pumas,Atlas,,,2.0,2.0,2.0,1.0,2.0,2.0,,,,
E. Morales,2023-02-05T23:00:00+00:00,Estadio AKRON,Zapopan,2022,Clausura - 5,Guadalajara Chivas,Club Queretaro,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
V. Cáceres,2023-02-06T01:10:00+00:00,Estadio BBVA,Guadalupe,2022,Clausura - 5,Monterrey,Toluca,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
J. Lopez,2023-02-10T01:05:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2022,Clausura - 6,Club Queretaro,Leon,False,True,0.0,3.0,0.0,2.0,0.0,3.0,,,,
Ó. Mejía,2023-02-10T03:05:00+00:00,Estadio Jalisco,Guadalajara,2022,Clausura - 6,Atlas,Monterrey,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
E. Morales,2023-02-11T01:00:00+00:00,Estadio Cuauhtémoc,Puebla,2022,Clausura - 6,Puebla,Mazatlán,True,False,3.0,1.0,3.0,0.0,3.0,1.0,,,,
L. Santander,2023-02-11T03:10:00+00:00,Estadio Caliente,Tijuana,2022,Clausura - 6,Club Tijuana,Atletico San Luis,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
I. Lopez,2023-02-11T23:00:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 6,Club America,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
G. Pacheco,2023-02-12T01:05:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Clausura - 6,FC Juarez,Santos Laguna,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
F. Hernández,2023-02-12T01:05:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 6,Tigres UANL,U.N.A.M. - Pumas,True,False,4.0,2.0,3.0,1.0,4.0,2.0,,,,
A. Escobedo,2023-02-12T03:05:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 6,Pachuca,Guadalajara Chivas,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
M. Ortíz,2023-02-12T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Clausura - 6,Toluca,Cruz Azul,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
Ó. Macías,2023-02-15T01:05:00+00:00,Estadio León,León de los Aldamas,2022,Clausura - 7,Leon,Puebla,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
C. Ramos,2023-02-15T01:05:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 7,Tigres UANL,FC Juarez,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
F. Hernández,2023-02-15T03:05:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Clausura - 7,Atletico San Luis,Club America,False,True,1.0,3.0,1.0,2.0,1.0,3.0,,,,
B. González,2023-02-16T01:05:00+00:00,Estadio BBVA,Guadalupe,2022,Clausura - 7,Monterrey,Club Queretaro,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
D. Montaño,2023-02-16T01:05:00+00:00,Estadio AKRON,Zapopan,2022,Clausura - 7,Guadalajara Chivas,Club Tijuana,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
F. Guerrero,2023-02-16T03:05:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 7,Necaxa,U.N.A.M. - Pumas,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
E. Miranda,2023-02-17T03:00:00+00:00,Estadio de Mazatlán,Mazatlán,2022,Clausura - 7,Mazatlán,Pachuca,False,True,2.0,3.0,0.0,1.0,2.0,3.0,,,,
C. Ramos,2023-02-23T02:05:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 7,Cruz Azul,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
F. Guerrero,2023-02-24T02:05:00+00:00,Estadio Nuevo Corona,Torreón,2022,Clausura - 7,Santos Laguna,Toluca,False,True,0.0,5.0,0.0,2.0,0.0,5.0,,,,
Ó. Mejía,2023-02-18T23:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Clausura - 8,Atletico San Luis,Santos Laguna,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
I. Lopez,2023-02-18T01:06:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Clausura - 8,FC Juarez,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
E. Galván,2023-02-18T03:05:00+00:00,Estadio Cuauhtémoc,Puebla,2022,Clausura - 8,Puebla,Cruz Azul,False,True,1.0,3.0,0.0,1.0,1.0,3.0,,,,
G. Pacheco,2023-02-19T23:06:00+00:00,Estadio BBVA,Guadalupe,2022,Clausura - 8,Monterrey,Necaxa,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
A. Escobedo,2023-02-19T01:05:00+00:00,Estadio Jalisco,Guadalajara,2022,Clausura - 8,Atlas,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
M. Ortíz,2023-02-19T03:05:00+00:00,Estadio Olímpico de Universitario,D.F.,2022,Clausura - 8,U.N.A.M. - Pumas,Guadalajara Chivas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
F. Hernández,2023-02-19T23:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2022,Clausura - 8,Club Queretaro,Mazatlán,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
F. Guerrero,2023-02-20T01:05:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 8,Club America,Club Tijuana,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
L. Santander,2023-02-20T03:05:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 8,Pachuca,Toluca,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
M. Ortíz,2023-02-25T01:05:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 9,Necaxa,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
E. Galván,2023-02-25T03:10:00+00:00,Estadio de Mazatlán,Mazatlán,2022,Clausura - 9,Mazatlán,U.N.A.M. - Pumas,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
Ó. Macías,2023-02-25T23:00:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 9,Cruz Azul,FC Juarez,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
D. Quintero,2023-02-26T01:05:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 9,Tigres UANL,Guadalajara Chivas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
L. Santander,2023-02-26T03:05:00+00:00,Estadio Jalisco,Guadalajara,2022,Clausura - 9,Atlas,Club America,,,2.0,2.0,1.0,2.0,2.0,2.0,,,,
J. Camacho,2023-02-26T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Clausura - 9,Toluca,Atletico San Luis,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
B. González,2023-02-27T01:05:00+00:00,Estadio Nuevo Corona,Torreón,2022,Clausura - 9,Santos Laguna,Puebla,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
F. Hernández,2023-02-27T03:05:00+00:00,Estadio Caliente,Tijuana,2022,Clausura - 9,Club Tijuana,Pachuca,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
C. Ramos,2023-02-28T03:10:00+00:00,Estadio León,León de los Aldamas,2022,Clausura - 9,Leon,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
F. Hernández,2023-03-04T01:05:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 10,Necaxa,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
J. Lopez,2023-03-04T01:05:00+00:00,Estadio de Mazatlán,Mazatlán,2022,Clausura - 10,Mazatlán,Cruz Azul,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
D. Quintero,2023-03-04T03:15:00+00:00,Estadio Caliente,Tijuana,2022,Clausura - 10,Club Tijuana,Atlas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
F. Guerrero,2023-03-04T23:00:00+00:00,Estadio León,León de los Aldamas,2022,Clausura - 10,Leon,Atletico San Luis,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
L. Santander,2023-03-05T01:10:00+00:00,Estadio BBVA,Guadalupe,2022,Clausura - 10,Monterrey,FC Juarez,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
A. Escobedo,2023-03-05T01:05:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 10,Club America,Pachuca,False,True,0.0,3.0,0.0,3.0,0.0,3.0,,,,
V. Cáceres,2023-03-05T03:05:00+00:00,Estadio AKRON,Zapopan,2022,Clausura - 10,Guadalajara Chivas,Santos Laguna,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
C. Ramos,2023-03-05T18:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2022,Clausura - 10,U.N.A.M. - Pumas,Puebla,False,True,2.0,4.0,1.0,2.0,2.0,4.0,,,,
Ó. Macías,2023-03-06T01:05:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2022,Clausura - 10,Club Queretaro,Toluca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
C. Ramos,2023-03-11T01:05:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Clausura - 11,Atletico San Luis,Club Queretaro,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
Ó. Mejía,2023-03-11T03:05:00+00:00,Estadio Cuauhtémoc,Puebla,2022,Clausura - 11,Puebla,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
M. Ortíz,2023-03-11T23:00:00+00:00,Estadio Jalisco,Guadalajara,2022,Clausura - 11,Atlas,Leon,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
D. Quintero,2023-03-12T01:05:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 11,Cruz Azul,U.N.A.M. - Pumas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
V. Cáceres,2023-03-12T03:10:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 11,Tigres UANL,Club America,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
L. Santander,2023-03-12T18:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2022,Clausura - 11,Toluca,Mazatlán,True,False,4.0,1.0,2.0,1.0,4.0,1.0,,,,
F. Guerrero,2023-03-13T01:05:00+00:00,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 11,Pachuca,Monterrey,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
I. Lopez,2023-03-13T01:05:00+00:00,Estadio Nuevo Corona,Torreón,2022,Clausura - 11,Santos Laguna,Club Tijuana,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
E. Miranda,2023-03-13T03:15:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Clausura - 11,FC Juarez,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
Ó. Macías,2023-03-18T01:00:00+00:00,Estadio Cuauhtémoc,Puebla,2022,Clausura - 12,Puebla,Atlas,False,True,0.0,4.0,0.0,2.0,0.0,4.0,,,,
D. Quintero,2023-03-18T03:05:00+00:00,Estadio de Mazatlán,Mazatlán,2022,Clausura - 12,Mazatlán,Necaxa,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
E. Morales,2023-03-18T03:05:00+00:00,Estadio Caliente,Tijuana,2022,Clausura - 12,Club Tijuana,Toluca,,,3.0,3.0,0.0,3.0,3.0,3.0,,,,
G. Pacheco,2023-03-18T23:00:00+00:00,Estadio Azteca,D.F.,2022,Clausura - 12,Cruz Azul,Atletico San Luis,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
